species_category,page_url,table_index,row_index,document_name,document_author,document_year,table_caption,Chemical,Endpoint Value,Endpoint Description,Sex,Life Cycle Stage,Sample Size,Location,Type,California Counties,Countries,page_number,Exposure Endpoint Type,Units,Condition,Error,Age-Specific,Lab,parsed_document_title,parsed_authors,parsed_issue,parsed_volume,parsed_year,parsed_journal
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=1,2,2,,"Author(s)Mead, L.S., Clayton, D.R., Nauman, R.S., Olson, D.H. and Pfrender, M.E.",1970,"Citation:A new species of Batrachoseps (slender salamander) from the desert of southern California.Author(s)Brame, A.H.Volume200",,45.8,Snout-vent length,F,Adult,1,Hidden Palm Canyon,Exposure Factor Datasets,Riverside,USA,3,Body length,mm,,,,,A new species of Batrachoseps (slender salamander) from the desert of southern California,"Brame, A.H.",,200,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=1,0,0,,"Author(s)Mead, L.S., Clayton, D.R., Nauman, R.S., Olson, D.H. and Pfrender, M.E.",1970,"Citation:A new species of Batrachoseps (slender salamander) from the desert of southern California.Author(s)Brame, A.H.Volume200",,55.2,Standard length,,,,,Exposure Factor Datasets,Kern,USA,3,Body length,mm,,,,,A new species of Batrachoseps (slender salamander) from the desert of southern California,"Brame, A.H.",,200,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=1,0,0,,"Author(s)Mead, L.S., Clayton, D.R., Nauman, R.S., Olson, D.H. and Pfrender, M.E.",1970,"Citation:A new species of salamander from central California.Author(s)Gorman, J.Issue3Volume10",,105.6,Total length,F,,1,Bear Creek/Merced River confluence,Exposure Factor Datasets,Mariposa,USA,3,Body length,mm,Deceased specimensin museum collection,,,,A new species of salamander from central California,"Gorman, J.",3,10,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=1,1,1,,"Author(s)Mead, L.S., Clayton, D.R., Nauman, R.S., Olson, D.H. and Pfrender, M.E.",1970,"Citation:A new species of salamander from central California.Author(s)Gorman, J.Issue3Volume10",,63.9,Snout-vent length,F,,1,Bear Creek/Merced River confluence,Exposure Factor Datasets,Mariposa,USA,3,Body length,mm,Deceased specimensin museum collection,,,,A new species of salamander from central California,"Gorman, J.",3,10,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=1,2,2,,"Author(s)Mead, L.S., Clayton, D.R., Nauman, R.S., Olson, D.H. and Pfrender, M.E.",1970,"Citation:A new species of salamander from central California.Author(s)Gorman, J.Issue3Volume10",,98.5,Total length,M,,1,Bear Creek/Merced River confluence,Exposure Factor Datasets,Mariposa,USA,3,Body length,mm,Deceased specimensin museum collection,,,,A new species of salamander from central California,"Gorman, J.",3,10,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=1,3,3,,"Author(s)Mead, L.S., Clayton, D.R., Nauman, R.S., Olson, D.H. and Pfrender, M.E.",1970,"Citation:A new species of salamander from central California.Author(s)Gorman, J.Issue3Volume10",,63.2,Snout-vent length,M,,1,Bear Creek/Merced River confluence,Exposure Factor Datasets,Mariposa,USA,3,Body length,mm,Deceased specimensin museum collection,,,,A new species of salamander from central California,"Gorman, J.",3,10,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=1,0,0,,"Author(s)Mead, L.S., Clayton, D.R., Nauman, R.S., Olson, D.H. and Pfrender, M.E.",2006,"Citation:Effects of nitrate and the pathogenic water mold Saprolegnia on survival of amphibian larvae.Author(s)Romansic, J.M., Diez, K.A., Higashi, E.M. and Blaustein, A.R.Issue3Volume68",,0.03,Larvae mass,NR,Embryo,32,"Pond at Baker Beach, Lane County,OR",Exposure Factor Datasets,Lab,USA,3,Body Weight - Mean,g,,NR,,,Effects of nitrate and the pathogenic water mold Saprolegnia on survival of amphibian larvae,"Romansic, J.M., Diez, K.A., Higashi, E.M., Blaustein, A.R.",3,68,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=1,0,0,,"Author(s)Mead, L.S., Clayton, D.R., Nauman, R.S., Olson, D.H. and Pfrender, M.E.",2003,"Citation:Terrestrial activity and conservation of adult California red-legged frogs Rana aurora draytonii in coastal forests and grasslands.Author(s)Bulger, J.B., Scott, N.J. and Seymour, R.B.Issue1Volume110",,January 29-May 1,Post-breeding migration,,Adult,26-Aug,Scott Creek watershed,Exposure Factor Datasets,Santa Cruz,USA,3,Time of Migration or Dispersal,,Post-breeding,,,,Terrestrial activity and conservation of adult California red-legged frogs Rana aurora draytonii in coastal forests and grasslands,"Bulger, J.B., Scott, N.J., Seymour, R.B.",1,110,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=1,0,0,,"Author(s)Mead, L.S., Clayton, D.R., Nauman, R.S., Olson, D.H. and Pfrender, M.E.",2002,"Citation:Effects of agricultural runoff on native amphibians in the lower Fraser River Valley, British Columbia, Canada.Author(s)de Solla, S.R., Pettit, K.E., Bishop, C.A., Cheng, K.M. and Elliott, J.E.Issue1Volume21",,See citation,,,Embryo,100,"Sumas Prairie, British Columbia",Exposure Factor Datasets,,CANADA,3,Hatching Success,%,Field-collected eggs,,,,"Effects of agricultural runoff on native amphibians in the lower Fraser River Valley, British Columbia, Canada","de Solla, S.R., Pettit, K.E., Bishop, C.A., Cheng, K.M., Elliott, J.E.",1,21,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=1,0,0,,"Author(s)Mead, L.S., Clayton, D.R., Nauman, R.S., Olson, D.H. and Pfrender, M.E.",2016,"Citation:Influence of demography and environment on persistence in toad populations.Author(s)Lambert, B.A., Schorr, R.A., Schneider, S.C. and Muths, E.Issue7Volume80",,See citation,0.06-0.29 ha,,Adult,See citation,"Rocky Mountains, CO",Exposure Factor Datasets,,USA,3,Population Density,Individuals captured,Breeding,,,,Influence of demography and environment on persistence in toad populations,"Lambert, B.A., Schorr, R.A., Schneider, S.C., Muths, E.",7,80,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=1,0,0,,"Author(s)Mead, L.S., Clayton, D.R., Nauman, R.S., Olson, D.H. and Pfrender, M.E.",2008,"Citation:A herpetological inventory of Naval Air Station Fallon, Churchill County, Nevada.Author(s)Rose, J.P., Miano, O.J., Cottle, G.R., Lovich, R.E., Palmer, R.L. and Todd, B.D.Issue4Volume75",,131,975 sq km,,Both Adults and Juveniles,,"Naval Air Station Fallon, NV",Exposure Factor Datasets,,USA,3,Population Density,Individuals captured,,,,,"A herpetological inventory of Naval Air Station Fallon, Churchill County, Nevada","Rose, J.P., Miano, O.J., Cottle, G.R., Lovich, R.E., Palmer, R.L., Todd, B.D.",4,75,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=1,0,0,,"Author(s)Mead, L.S., Clayton, D.R., Nauman, R.S., Olson, D.H. and Pfrender, M.E.",2007,"Citation:Distribution of amphibians in terrestrial habitat surrounding wetlands.Author(s)Rittenhouse, T.A. and Semlitsch, R.D.Issue1Volume27",,Review,Mean distance traveled from breeding site,B,Not Reported,404,,Exposure Factor Datasets,,,3,Foraging Distance,,,,,,Distribution of amphibians in terrestrial habitat surrounding wetlands,"Rittenhouse, T.A., Semlitsch, R.D.",1,27,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=1,0,0,,"Author(s)Mead, L.S., Clayton, D.R., Nauman, R.S., Olson, D.H. and Pfrender, M.E.",2010,"Citation:Effects of age, weight, hormones, and hibernation on breeding success in boreal toads (Bufo boreas boreas).Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.Issue4Volume73",,37.1 (1.2) - 47.7 (2.2),"Hibernated males, age range 1-5 y",M,Adult,45,"Center for Conservation and Research of EndangeredWildlife, Cincinnati Zoo & Botanical Garden",Exposure Factor Datasets,Lab,USA,3,Body Weight - Mean,g (± SEM),Hibernated,,,,"Effects of age, weight, hormones, and hibernation on breeding success in boreal toads (Bufo boreas boreas)","Roth, T.L., Szymanski, D.C., Keyster, E.D.",4,73,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=1,1,1,,"Author(s)Mead, L.S., Clayton, D.R., Nauman, R.S., Olson, D.H. and Pfrender, M.E.",2010,"Citation:Effects of age, weight, hormones, and hibernation on breeding success in boreal toads (Bufo boreas boreas).Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.Issue4Volume73",,32.6 (1.1) - 42.1 (2.0),"Hibernated females, age range 1-4 y",F,Adult,32,"Center for Conservation and Research of EndangeredWildlife, Cincinnati Zoo & Botanical Garden",Exposure Factor Datasets,Lab,USA,3,Body Weight - Mean,g (± SEM),Hibernated,,,,"Effects of age, weight, hormones, and hibernation on breeding success in boreal toads (Bufo boreas boreas)","Roth, T.L., Szymanski, D.C., Keyster, E.D.",4,73,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=2,0,0,,"Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.",1976,"Citation:Effects of age, weight, hormones, and hibernation on breeding success in boreal toads (Bufo boreas boreas).Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.Issue4Volume73",,41.4 (1.9) - 59.3 (2.4),"Nonhibernated females, age range 2-5 y",F,Adult,32,"Center for Conservation and Research of EndangeredWildlife, Cincinnati Zoo & Botanical Garden",Exposure Factor Datasets,Lab,USA,4,Body Weight - Mean,g (± SEM),Nonhibernated,,,,"Effects of age, weight, hormones, and hibernation on breeding success in boreal toads (Bufo boreas boreas)","Roth, T.L., Szymanski, D.C., Keyster, E.D.",4,73,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=2,0,0,,"Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.",1976,"Citation:Amphibian populations in the terrestrial environment: Is there evidence of declines of terrestrial forest amphibians in northwestern California?Author(s)Welsh Jr, H.H., Fellers, G.M. and Lind, A.J.Issue41",,See citation Table 1,21-150 ha,NR,Not Reported,2420,,Exposure Factor Datasets,,USA,4,Population Density,Individuals captured,,,,,Amphibian populations in the terrestrial environment: Is there evidence of declines of terrestrial forest amphibians in northwestern California?,"Welsh Jr, H.H., Fellers, G.M., Lind, A.J",41,,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=2,0,0,,"Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.",1976,"Citation:Amphibians in managed, second-growth Douglas-fir forests.Author(s)Aubry, K.B.Issue4Volume64",,33,>30 ha area,NR,Not Reported,,"Pierce County, Washington",Exposure Factor Datasets,,USA,4,Population Density,Individuals captured,,,,,"Amphibians in managed, second-growth Douglas-fir forests","Aubry, K.B.",4,64,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=2,1,1,,"Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.",1976,"Citation:Amphibians in managed, second-growth Douglas-fir forests.Author(s)Aubry, K.B.Issue4Volume64",,12,>30 ha area,NR,Not Reported,,"Pierce County, Washington",Exposure Factor Datasets,,USA,4,Population Density,Individuals captured,,,,,"Amphibians in managed, second-growth Douglas-fir forests","Aubry, K.B.",4,64,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=2,2,2,,"Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.",1976,"Citation:Amphibians in managed, second-growth Douglas-fir forests.Author(s)Aubry, K.B.Issue4Volume64",,34,>30 ha area,NR,Not Reported,,"Pierce County, Washington",Exposure Factor Datasets,,USA,4,Population Density,Individuals captured,,,,,"Amphibians in managed, second-growth Douglas-fir forests","Aubry, K.B.",4,64,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=2,3,3,,"Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.",1976,"Citation:Amphibians in managed, second-growth Douglas-fir forests.Author(s)Aubry, K.B.Issue4Volume64",,137,>30 ha area,NR,Not Reported,,"Pierce County, Washington",Exposure Factor Datasets,,USA,4,Population Density,Individuals captured,,,,,"Amphibians in managed, second-growth Douglas-fir forests","Aubry, K.B.",4,64,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=2,0,0,,"Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.",1976,"Citation:Early development of Ensatina eschscholtzii: an amphibian with a large, yolky egg.Author(s)Collazo, A. and Keller, R.Issue6Volume1",,See citation,,F,Adult,19,,Exposure Factor Datasets,Lab,USA,4,Time of Mating/ Laying,,Gravid,,,,"Early development of Ensatina eschscholtzii: an amphibian with a large, yolky egg","Collazo, A., Keller, R.",6,1,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=2,0,0,,"Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.",1976,"Citation:Plethodontid Salamander Distributions in
Managed Forest Headwaters in Western Oregon, USA.Author(s)Olson, D. H., & Kluber, M. R.Issue1Volume9",,See citation,46 ha,NR,Not Reported,,"Green Peak forest, Benton County, N 44.3667, W123.4583",Exposure Factor Datasets,,USA,4,Population Density,Individuals captured,,,,,,"Olson, D. H., & Kluber, M. R",1,9,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=2,0,0,,"Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.",1976,"Citation:Unusual subterranean aggregations of the California Giant Salamander, Dicamptodon ensatus.Author(s)Fellers, G.M., Wood, L.L., Carlisle, S. and Pratt, D.Volume5",,28,Removed drainage culvert; 2.1 m wide x 1.4 m high x 12.2 m long,B,Adult,,"Estero Road, Point Reyes National Seashore",Exposure Factor Datasets,Marin,USA,4,Population Density,Individuals captured,,,,,"Unusual subterranean aggregations of the California Giant Salamander, Dicamptodon ensatus","Fellers, G.M., Wood, L.L., Carlisle, S., Pratt, D.",,5,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=2,1,1,,"Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.",1976,"Citation:Unusual subterranean aggregations of the California Giant Salamander, Dicamptodon ensatus.Author(s)Fellers, G.M., Wood, L.L., Carlisle, S. and Pratt, D.Volume5",,45,Removed drainage culvert; 1.2 m diameter x 12.2 m long,B,Adult,,"Glenbrook Creek, Point Reyes National Seashore",Exposure Factor Datasets,Marin,USA,4,Population Density,Individuals captured,,,,,"Unusual subterranean aggregations of the California Giant Salamander, Dicamptodon ensatus","Fellers, G.M., Wood, L.L., Carlisle, S., Pratt, D.",,5,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=2,0,0,,"Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.",1976,"Citation:Diet of the invasive frog Lithobates catesbeianus (shaw, 1802)(anura: raniDae) in viçosa, Minas gerais state, Brazil.Author(s)Da Silva, E.T., Dos Reis, E.P., Feio, R.N. and Ribeiro Filho, O.P.Issue3Volume4",,"Frequencies of occurrence: Terrestrial prey (86.96 %) Aquatic prey (28.26 %) Amphibious prey (30.43 %) Arthropod remains (21.74 %), Undetermined remains (15.22 %)",,M,Adult,46,"20⁰45'S, 42⁰07'W",Exposure Factor Datasets,,BRAZIL,4,Dietary Composition,Frequency of occurrence,NR,,NR,,"Diet of the invasive frog Lithobates catesbeianus (shaw, 1802)(anura: raniDae) in viçosa, Minas gerais state, Brazil","Da Silva, E.T., Dos Reis, E.P., Feio, R.N., Ribeiro Filho, O.P.",3,4,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=2,1,1,,"Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.",1976,"Citation:Diet of the invasive frog Lithobates catesbeianus (shaw, 1802)(anura: raniDae) in viçosa, Minas gerais state, Brazil.Author(s)Da Silva, E.T., Dos Reis, E.P., Feio, R.N. and Ribeiro Filho, O.P.Issue3Volume4",,"Frequencies of occurrence: Terrestrial prey (63.64 %) Aquatic prey (39.39 %) Amphibious prey (33.33 %) Arthropod remains (21.21 %), Undetermined remains (9.09 %)",,F,Adult,33,"20⁰45'S, 42⁰07'W",Exposure Factor Datasets,,BRAZIL,4,Dietary Composition,Frequency of occurrence,NR,,NR,,"Diet of the invasive frog Lithobates catesbeianus (shaw, 1802)(anura: raniDae) in viçosa, Minas gerais state, Brazil","Da Silva, E.T., Dos Reis, E.P., Feio, R.N., Ribeiro Filho, O.P.",3,4,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=2,2,2,,"Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.",1976,"Citation:Diet of the invasive frog Lithobates catesbeianus (shaw, 1802)(anura: raniDae) in viçosa, Minas gerais state, Brazil.Author(s)Da Silva, E.T., Dos Reis, E.P., Feio, R.N. and Ribeiro Filho, O.P.Issue3Volume4",,"Frequencies of occurrence: Terrestrial prey (79.41 %) Aquatic prey (26.47 %) Amphibious prey (3.26 %) Arthropod remains (20.59 %), Undetermined remains (11.76 %)",,NR,Juvenile,34,"20⁰45'S, 42⁰07'W",Exposure Factor Datasets,,BRAZIL,4,Dietary Composition,Frequency of occurrence,NR,,NR,,"Diet of the invasive frog Lithobates catesbeianus (shaw, 1802)(anura: raniDae) in viçosa, Minas gerais state, Brazil","Da Silva, E.T., Dos Reis, E.P., Feio, R.N., Ribeiro Filho, O.P.",3,4,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=2,0,0,,"Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.",1976,"Citation:Diet and prey selection of the Invasive American bullfrog (Lithobates catesbeianus) in southwestern China.Author(s)Xuan, L.I.U., Yu, L.U.O., Jiaxin, C.H.E.N., Yisong, G.U.O., Changming, B.A.I. and Yiming, L.I.Issue1Volume6",,See citation Table 1,,NR,Juvenile,21,Caohai: 27°42' N 100°51' E,Exposure Factor Datasets,,CHINA,4,Dietary Composition,Frequency of occurrence,,,,,Diet and prey selection of the Invasive American bullfrog (Lithobates catesbeianus) in southwestern China,"Xuan, L.I.U., Yu, L.U.O., Jiaxin, C.H.E.N., Yisong, G.U.O., Changming, B.A.I., Yiming, L.I.",1,6,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=2,1,1,,"Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.",1976,"Citation:Diet and prey selection of the Invasive American bullfrog (Lithobates catesbeianus) in southwestern China.Author(s)Xuan, L.I.U., Yu, L.U.O., Jiaxin, C.H.E.N., Yisong, G.U.O., Changming, B.A.I. and Yiming, L.I.Issue1Volume6",,See citation Table 1,,M,Adult,40,Shiping: 23°42' N 102°28' E,Exposure Factor Datasets,,CHINA,4,Dietary Composition,Frequency of occurrence,,,,,Diet and prey selection of the Invasive American bullfrog (Lithobates catesbeianus) in southwestern China,"Xuan, L.I.U., Yu, L.U.O., Jiaxin, C.H.E.N., Yisong, G.U.O., Changming, B.A.I., Yiming, L.I.",1,6,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=2,2,2,,"Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.",1976,"Citation:Diet and prey selection of the Invasive American bullfrog (Lithobates catesbeianus) in southwestern China.Author(s)Xuan, L.I.U., Yu, L.U.O., Jiaxin, C.H.E.N., Yisong, G.U.O., Changming, B.A.I. and Yiming, L.I.Issue1Volume6",,See citation Table 1,,F,Adult,37,Shiping: 23°42' N 102°28' E,Exposure Factor Datasets,,CHINA,4,Dietary Composition,Frequency of occurrence,,,,,Diet and prey selection of the Invasive American bullfrog (Lithobates catesbeianus) in southwestern China,"Xuan, L.I.U., Yu, L.U.O., Jiaxin, C.H.E.N., Yisong, G.U.O., Changming, B.A.I., Yiming, L.I.",1,6,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=2,3,3,,"Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.",1976,"Citation:Diet and prey selection of the Invasive American bullfrog (Lithobates catesbeianus) in southwestern China.Author(s)Xuan, L.I.U., Yu, L.U.O., Jiaxin, C.H.E.N., Yisong, G.U.O., Changming, B.A.I. and Yiming, L.I.Issue1Volume6",,See citation Table 1,,NR,Juvenile,24,Shiping: 23°42' N 102°28' E,Exposure Factor Datasets,,CHINA,4,Dietary Composition,Frequency of occurrence,,,,,Diet and prey selection of the Invasive American bullfrog (Lithobates catesbeianus) in southwestern China,"Xuan, L.I.U., Yu, L.U.O., Jiaxin, C.H.E.N., Yisong, G.U.O., Changming, B.A.I., Yiming, L.I.",1,6,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=2,4,4,,"Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.",1976,"Citation:Diet and prey selection of the Invasive American bullfrog (Lithobates catesbeianus) in southwestern China.Author(s)Xuan, L.I.U., Yu, L.U.O., Jiaxin, C.H.E.N., Yisong, G.U.O., Changming, B.A.I. and Yiming, L.I.Issue1Volume6",,See citation Table 1,,M,Adult,47,Caohai: 27°42' N 100°51' E,Exposure Factor Datasets,,CHINA,4,Dietary Composition,Frequency of occurrence,,,,,Diet and prey selection of the Invasive American bullfrog (Lithobates catesbeianus) in southwestern China,"Xuan, L.I.U., Yu, L.U.O., Jiaxin, C.H.E.N., Yisong, G.U.O., Changming, B.A.I., Yiming, L.I.",1,6,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=2,5,5,,"Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.",1976,"Citation:Diet and prey selection of the Invasive American bullfrog (Lithobates catesbeianus) in southwestern China.Author(s)Xuan, L.I.U., Yu, L.U.O., Jiaxin, C.H.E.N., Yisong, G.U.O., Changming, B.A.I. and Yiming, L.I.Issue1Volume6",,See citation Table 1,,F,Adult,45,Caohai: 27°42' N 100°51' E,Exposure Factor Datasets,,CHINA,4,Dietary Composition,Frequency of occurrence,,,,,Diet and prey selection of the Invasive American bullfrog (Lithobates catesbeianus) in southwestern China,"Xuan, L.I.U., Yu, L.U.O., Jiaxin, C.H.E.N., Yisong, G.U.O., Changming, B.A.I., Yiming, L.I.",1,6,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=2,0,0,,"Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.",1976,"Citation:Food Habits of the American Bullfrog Lithobates catesbeianus in the City of Kyoto, Central Japan.Author(s)Dontchev, K. and Matsui, M.Issue2Volume35",,See Table 1 in citation,,B,Both Adults and Juveniles,"21 males, 14 females, 159 juveniles",Kyoto,Exposure Factor Datasets,,JAPAN,4,Dietary Composition,Frequency of occurrence,NR,,NR,,"Food Habits of the American Bullfrog Lithobates catesbeianus in the City of Kyoto, Central Japan","Dontchev, K., Matsui, M.",2,35,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=2,0,0,,"Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.",1976,"Citation:Diet and trophic niche of Lithobates catesbeianus (Amphibia: Anura).Author(s)Leivas, P.T., Leivas, F.W. and Moura, M.O.Issue5Volume29",,"Annelida (4.60), Arachnida (18.80), Crustacea (3.80), Insecta 54.80), Mollusca (0.40), Myriapoda (3.80), Anura (11.30), Osteichthyes (2.50)",,B,Both Adults and Juveniles,181,"25°18’47""S, 48°58’07""W; 25°17’09""S, 49°00’05""W; 25°14’21""S, 49°02’10""W",Exposure Factor Datasets,,BRAZIL,4,Dietary Composition,Precentage of occurrence,,,"173 adults, 8 young females",,Diet and trophic niche of Lithobates catesbeianus (Amphibia: Anura),"Leivas, P.T., Leivas, F.W., Moura, M.O.",5,29,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=2,0,0,,"Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.",1976,"Citation:Diet of the exotic American bullfrog, Lithobates catesbeianus, in a stream of northwestern Baja California, Mexico.Author(s)Ortíz-Serrato, L., Ruiz-Campos, G. and Valdez-Villavicencio, J.H.Issue1Volume74",,See citation Table 1 for percentage of occurrence frequency of 15 prey items,,B,Both Adults and Juveniles,64,"Between 31⁰47'47.23""N, 116°30'04.02""W and between 31°47'55.46""N, 116°29'17.39""W",Exposure Factor Datasets,,MEXICO,4,Dietary Composition,,,,NR,,"Diet of the exotic American bullfrog, Lithobates catesbeianus, in a stream of northwestern Baja California, Mexico","Ortíz-Serrato, L., Ruiz-Campos, G., Valdez-Villavicencio, J.H.",1,74,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=2,0,0,,"Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.",1976,"Citation:Diet composition of an invasive population of Lithobates catesbeianus (American Bullfrog) from Argentina.Author(s)Quiroga, L.B., Moreno, M.D., Cataldo, A.A., Aragón-Traverso, J.H., Pantano, M.V., Olivares, J.P.S. and Sanabria, E.A.Issue27-28Volume49",,See citation Table 2 for number of prey,,B,Adult,82,"31.2515°S, 69.4417°W",Exposure Factor Datasets,,ARGENTINA,4,Dietary Composition,,,,NR,,Diet composition of an invasive population of Lithobates catesbeianus (American Bullfrog) from Argentina,"Quiroga, L.B., Moreno, M.D., Cataldo, A.A., Aragón-Traverso, J.H., Pantano, M.V., Olivares, J.P.S., Sanabria, E.A.Issue27-28",,49,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=2,1,1,,"Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.",1976,"Citation:Diet composition of an invasive population of Lithobates catesbeianus (American Bullfrog) from Argentina.Author(s)Quiroga, L.B., Moreno, M.D., Cataldo, A.A., Aragón-Traverso, J.H., Pantano, M.V., Olivares, J.P.S. and Sanabria, E.A.Issue27-28Volume49",,See citation Table 2 for number of prey,,B,Juvenile,87,"31.2515°S, 69.4417°W",Exposure Factor Datasets,,ARGENTINA,4,Dietary Composition,,,,NR,,Diet composition of an invasive population of Lithobates catesbeianus (American Bullfrog) from Argentina,"Quiroga, L.B., Moreno, M.D., Cataldo, A.A., Aragón-Traverso, J.H., Pantano, M.V., Olivares, J.P.S., Sanabria, E.A.Issue27-28",,49,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=2,0,0,,"Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.",1976,"Citation:Age and body size in four introduced populations of the American bullfrog, Lithobates catesbeianus (Ranidae).Author(s)Tessa, G., Delforno, C., Govindarajulu, P., Tissot, N., Miaud, C. and Andreone, F.Issue4Volume83",,See citation Table II,,B,Both Adults and Juveniles,50,Vancouver Island,Exposure Factor Datasets,,CANADA,4,Age at Sexual Maturity,,,,,,"Age and body size in four introduced populations of the American bullfrog, Lithobates catesbeianus (Ranidae)","Tessa, G., Delforno, C., Govindarajulu, P., Tissot, N., Miaud, C., Andreone, F.",4,83,,
Amphibians,https://ecotox.oehha.ca.gov/species/amphibians?page=2,1,1,,"Author(s)Roth, T.L., Szymanski, D.C. and Keyster, E.D.",1976,"Citation:Age and body size in four introduced populations of the American bullfrog, Lithobates catesbeianus (Ranidae).Author(s)Tessa, G., Delforno, C., Govindarajulu, P., Tissot, N., Miaud, C. and Andreone, F.Issue4Volume83",,See citation Table II,,B,Both Adults and Juveniles,241,"3 populations in France: Gironde Gabauds, Loir et Cher,Perigord Limousin",Exposure Factor Datasets,,FRANCE,4,Age at Sexual Maturity,,,,,,"Age and body size in four introduced populations of the American bullfrog, Lithobates catesbeianus (Ranidae)","Tessa, G., Delforno, C., Govindarajulu, P., Tissot, N., Miaud, C., Andreone, F.",4,83,,
