species_category,page_url,table_index,row_index,document_name,document_author,document_year,table_caption,Chemical,Endpoint Value,Endpoint Description,Sex,Life Cycle Stage,Sample Size,Location,Type,California Counties,Countries,page_number,Exposure Endpoint Type,Units,Condition,Error,Age-Specific,Lab,parsed_document_title,parsed_authors,parsed_issue,parsed_volume,parsed_year,parsed_journal
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,1,1,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:Productivity of American robins exposed to polychlorinated biphenyls, Housatonic River, Massachusetts, USA.Author(s)Henning, M.H., Robinson, S.K., McKay, K.J., Sullivan, J.P. and Bruckert, HIssue11Volume22",PCB,2.2-3.2 fledgling per nest,Fledgling success,B,Fledgling,NR,Housatonic River,Toxicity Factor Datasets,,USA,2,,,,,,,"Productivity of American robins exposed to polychlorinated biphenyls, Housatonic River, Massachusetts, USA","Henning, M.H., Robinson, S.K., McKay, K.J., Sullivan, J.P., Bruckert, H",11,22,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,0,0,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song.Author(s)Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K. and Wylie, D.R.Issue1Volume173",PHOTOMIREX,<0.01 ug/g ww,Egg concentration,B,Embryo,18,Okanagan Valley,Toxicity Factor Datasets,,CANADA,2,,,,,,,The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song,"Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K., Wylie, D.R.",1,173,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,2,2,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song.Author(s)Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K. and Wylie, D.R.Issue1Volume173",MIREX,<0.01 ug/g ww,Egg concentration,B,Embryo,18,Okanagan Valley,Toxicity Factor Datasets,,CANADA,2,,,,,,,The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song,"Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K., Wylie, D.R.",1,173,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,5,5,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song.Author(s)Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K. and Wylie, D.R.Issue1Volume173",PENTACHLOROBENZENE,<0.01 ug/g ww,Egg concentration,B,Embryo,18,Okanagan Valley,Toxicity Factor Datasets,,CANADA,2,,,,,,,The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song,"Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K., Wylie, D.R.",1,173,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,6,6,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song.Author(s)Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K. and Wylie, D.R.Issue1Volume173","DDT (4,4'-)",11.530 ug/g ww,Egg concentration,B,Embryo,18,Okanagan Valley,Toxicity Factor Datasets,,CANADA,2,,,,,,,The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song,"Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K., Wylie, D.R.",1,173,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,8,8,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song.Author(s)Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K. and Wylie, D.R.Issue1Volume173","DDT (2,4'-)",0.069 ug/g ww,Egg concentration,B,Embryo,18,Okanagan Valley,Toxicity Factor Datasets,,CANADA,2,,,,,,,The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song,"Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K., Wylie, D.R.",1,173,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,10,10,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song.Author(s)Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K. and Wylie, D.R.Issue1Volume173","DDE (4,4'-)",55.775 ug/g ww,Egg concentration,B,Embryo,18,Okanagan Valley,Toxicity Factor Datasets,,CANADA,2,,,,,,,The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song,"Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K., Wylie, D.R.",1,173,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,12,12,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song.Author(s)Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K. and Wylie, D.R.Issue1Volume173","DDE (2,4'-)",0.006 ug/g ww,Egg concentration,B,Embryo,18,Okanagan Valley,Toxicity Factor Datasets,,CANADA,2,,,,,,,The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song,"Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K., Wylie, D.R.",1,173,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,13,13,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song.Author(s)Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K. and Wylie, D.R.Issue1Volume173",HEXACHLOROBENZENE,<0.01 ug/g ww,Egg concentration,B,Embryo,18,Okanagan Valley,Toxicity Factor Datasets,,CANADA,2,,,,,,,The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song,"Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K., Wylie, D.R.",1,173,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,14,14,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song.Author(s)Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K. and Wylie, D.R.Issue1Volume173","DDD (4,4'-)",1.048 ug/g ww,Egg concentration,B,Embryo,18,Okanagan Valley,Toxicity Factor Datasets,,CANADA,2,,,,,,,The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song,"Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K., Wylie, D.R.",1,173,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,15,15,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song.Author(s)Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K. and Wylie, D.R.Issue1Volume173",OCTACHLOROSTYRENE,<0.01 ug/g ww,Egg concentration,B,Embryo,18,Okanagan Valley,Toxicity Factor Datasets,,CANADA,2,,,,,,,The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song,"Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K., Wylie, D.R.",1,173,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,16,16,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song.Author(s)Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K. and Wylie, D.R.Issue1Volume173","DDD (2,4'-)",0.008 ug/g ww,Egg concentration,B,Embryo,18,Okanagan Valley,Toxicity Factor Datasets,,CANADA,2,,,,,,,The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song,"Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K., Wylie, D.R.",1,173,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,17,17,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song.Author(s)Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K. and Wylie, D.R.Issue1Volume173",HEPTACHLOR EPOXIDE,<0.01 ug/g ww,Egg concentration,B,Embryo,18,Okanagan Valley,Toxicity Factor Datasets,,CANADA,2,,,,,,,The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song,"Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K., Wylie, D.R.",1,173,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,18,18,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song.Author(s)Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K. and Wylie, D.R.Issue1Volume173","DDT (4,4'-)",Decreased,Brain size,B,Adult,See citation,Okanagan Valley,Toxicity Factor Datasets,,CANADA,2,,,,,,,The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song,"Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K., Wylie, D.R.",1,173,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,19,19,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song.Author(s)Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K. and Wylie, D.R.Issue1Volume173",OXYCHLORDANE,<0.01 ug/g ww,Egg concentration,B,Embryo,18,Okanagan Valley,Toxicity Factor Datasets,,CANADA,2,,,,,,,The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song,"Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K., Wylie, D.R.",1,173,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,20,20,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song.Author(s)Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K. and Wylie, D.R.Issue1Volume173","DDT (4,4'-)",Decreased,Brain RA and HVC size,B,Adult,See citation,Okanagan Valley,Toxicity Factor Datasets,,CANADA,2,,,,,,,The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song,"Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K., Wylie, D.R.",1,173,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,21,21,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song.Author(s)Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K. and Wylie, D.R.Issue1Volume173",CHLORDANE,<0.01 ug/g ww,Egg concentration,B,Embryo,18,Okanagan Valley,Toxicity Factor Datasets,,CANADA,2,,,,,,,The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song,"Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K., Wylie, D.R.",1,173,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,22,22,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song.Author(s)Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K. and Wylie, D.R.Issue1Volume173","DDT (4,4'-)",Decreased,Brain nucleus intercollicularis size,B,Adult,See citation,Okanagan Valley,Toxicity Factor Datasets,,CANADA,2,,,,,,,The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song,"Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K., Wylie, D.R.",1,173,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,23,23,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song.Author(s)Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K. and Wylie, D.R.Issue1Volume173",CHLORDANE,<0.01 ug/g ww,Egg concentration,B,Embryo,18,Okanagan Valley,Toxicity Factor Datasets,,CANADA,2,,,,,,,The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song,"Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K., Wylie, D.R.",1,173,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,24,24,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song.Author(s)Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K. and Wylie, D.R.Issue1Volume173",TRANS-NONACHLOR,0.002 ug/g ww,Egg concentration,B,Embryo,18,Okanagan Valley,Toxicity Factor Datasets,,CANADA,2,,,,,,,The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song,"Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K., Wylie, D.R.",1,173,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,25,25,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song.Author(s)Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K. and Wylie, D.R.Issue1Volume173",CIS-NONACHLOR,0.003 ug/g ww,Egg concentration,B,Embryo,18,Okanagan Valley,Toxicity Factor Datasets,,CANADA,2,,,,,,,The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song,"Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K., Wylie, D.R.",1,173,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,26,26,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song.Author(s)Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K. and Wylie, D.R.Issue1Volume173",DIELDRIN,<0.01 ug/g ww,Egg concentration,B,Embryo,18,Okanagan Valley,Toxicity Factor Datasets,,CANADA,2,,,,,,,The effects of environmental exposure to DDT on the brain of a songbird: changes in structures associated with mating and song,"Iwaniuk, A.N., Koperski, D.T., Cheng, K.M., Elliott, J.E., Smith, L.K., Wilson, L.K., Wylie, D.R.",1,173,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,0,0,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:Effects of azinphos-methyl on American robins breeding in fruit orchards.Author(s)Gill, H., Wilson, L.K., Cheng, K.M., Trudeau, S. and Elliott, J.E.Issue6Volume65",AZINPHOS-METHYL (GUTHION),Sprayed: 3.08; control: 2.77 young hatched/nest,Brood size,B,Hatchling,Sprayed: 38; control: 13,Okanagan Valley,Toxicity Factor Datasets,,CANADA,2,,,,,,,Effects of azinphos-methyl on American robins breeding in fruit orchards,"Gill, H., Wilson, L.K., Cheng, K.M., Trudeau, S., Elliott, J.E.",6,65,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,1,1,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:Effects of azinphos-methyl on American robins breeding in fruit orchards.Author(s)Gill, H., Wilson, L.K., Cheng, K.M., Trudeau, S. and Elliott, J.E.Issue6Volume65",AZINPHOS-METHYL (GUTHION),Sprayed: 57.9; control: 61.5 %,Fledging success,B,Hatchling,Sprayed: 38; control: 13,Okanagan Valley,Toxicity Factor Datasets,,CANADA,2,,,,,,,Effects of azinphos-methyl on American robins breeding in fruit orchards,"Gill, H., Wilson, L.K., Cheng, K.M., Trudeau, S., Elliott, J.E.",6,65,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,0,0,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:Lead exposure and poisoning of songbirds using the Coeur d'Alene River Basin, Idaho, USA.Author(s)Hansen, J.A., Audet, D., Spears, B.L., Healy, K.A., Brazzle, R.E., Hoffman, D.J., Dailey, A. and Beyer, W.N.Issue4Volume7",LEAD (elemental),High: 3.64; moderate: 2.32; reference: 0.24 mg/kg dw,Blood concentration,,,High: 33; moderate: 12; reference: 6,Coeur d'Alene River Basin,Toxicity Factor Datasets,,USA,2,,,,,,,"Lead exposure and poisoning of songbirds using the Coeur d'Alene River Basin, Idaho, USA","Hansen, J.A., Audet, D., Spears, B.L., Healy, K.A., Brazzle, R.E., Hoffman, D.J., Dailey, A., Beyer, W.N.",4,7,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,1,1,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:Lead exposure and poisoning of songbirds using the Coeur d'Alene River Basin, Idaho, USA.Author(s)Hansen, J.A., Audet, D., Spears, B.L., Healy, K.A., Brazzle, R.E., Hoffman, D.J., Dailey, A. and Beyer, W.N.Issue4Volume7",LEAD (elemental),High: 11.7; moderate: 2.90; reference: 0.37 mg/kg dw,Liver concentration,,,High: 6; moderate: 2; reference: 4,Coeur d'Alene River Basin,Toxicity Factor Datasets,,USA,2,,,,,,,"Lead exposure and poisoning of songbirds using the Coeur d'Alene River Basin, Idaho, USA","Hansen, J.A., Audet, D., Spears, B.L., Healy, K.A., Brazzle, R.E., Hoffman, D.J., Dailey, A., Beyer, W.N.",4,7,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,0,0,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:Toxic exposure of songbirds to lead in the Southeast Missouri Lead Mining District.Author(s)Beyer, W.N., Franson, J.C., French, J.B., May, T., Rattner, B.A., Shearn-Bochsler, V.I., Warner, S.E., Weber, J. and Mosby, D.Issue3Volume65",ZINC (elemental),Mining district: 19.5; reference: 20.7 mg/kg dw,Blood concentration,NR,Not Reported,Mining district: 6; reference: 7,Mining: southeast MO,Toxicity Factor Datasets,,USA,2,,,,,,,Toxic exposure of songbirds to lead in the Southeast Missouri Lead Mining District,"Beyer, W.N., Franson, J.C., French, J.B., May, T., Rattner, B.A., Shearn-Bochsler, V.I., Warner, S.E., Weber, J., Mosby, D.",3,65,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,1,1,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:Toxic exposure of songbirds to lead in the Southeast Missouri Lead Mining District.Author(s)Beyer, W.N., Franson, J.C., French, J.B., May, T., Rattner, B.A., Shearn-Bochsler, V.I., Warner, S.E., Weber, J. and Mosby, D.Issue3Volume65",ZINC (elemental),Mining district: 96.0; reference: 91.6 mg/kg dw,Liver concentration,NR,Not Reported,Mining district: 6; reference: 7,Mining: southeast MO,Toxicity Factor Datasets,,USA,2,,,,,,,Toxic exposure of songbirds to lead in the Southeast Missouri Lead Mining District,"Beyer, W.N., Franson, J.C., French, J.B., May, T., Rattner, B.A., Shearn-Bochsler, V.I., Warner, S.E., Weber, J., Mosby, D.",3,65,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,2,2,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:Toxic exposure of songbirds to lead in the Southeast Missouri Lead Mining District.Author(s)Beyer, W.N., Franson, J.C., French, J.B., May, T., Rattner, B.A., Shearn-Bochsler, V.I., Warner, S.E., Weber, J. and Mosby, D.Issue3Volume65",ZINC (elemental),Mining district: 101; reference: 110 mg/kg dw,Kidney concentration,NR,Not Reported,Mining district: 6; reference: 7,Mining: southeast MO,Toxicity Factor Datasets,,USA,2,,,,,,,Toxic exposure of songbirds to lead in the Southeast Missouri Lead Mining District,"Beyer, W.N., Franson, J.C., French, J.B., May, T., Rattner, B.A., Shearn-Bochsler, V.I., Warner, S.E., Weber, J., Mosby, D.",3,65,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,3,3,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:Toxic exposure of songbirds to lead in the Southeast Missouri Lead Mining District.Author(s)Beyer, W.N., Franson, J.C., French, J.B., May, T., Rattner, B.A., Shearn-Bochsler, V.I., Warner, S.E., Weber, J. and Mosby, D.Issue3Volume65",COPPER (elemental),Mining district: 1.71; reference: 1.34 mg/kg dw,Blood concentration,NR,Not Reported,Mining district: 6; reference: 7,Mining: southeast MO,Toxicity Factor Datasets,,USA,2,,,,,,,Toxic exposure of songbirds to lead in the Southeast Missouri Lead Mining District,"Beyer, W.N., Franson, J.C., French, J.B., May, T., Rattner, B.A., Shearn-Bochsler, V.I., Warner, S.E., Weber, J., Mosby, D.",3,65,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,4,4,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:Toxic exposure of songbirds to lead in the Southeast Missouri Lead Mining District.Author(s)Beyer, W.N., Franson, J.C., French, J.B., May, T., Rattner, B.A., Shearn-Bochsler, V.I., Warner, S.E., Weber, J. and Mosby, D.Issue3Volume65",COPPER (elemental),Mining district: 16.0; reference: 17.6 mg/kg dw,Liver concentration,NR,Not Reported,Mining district: 6; reference: 7,Mining: southeast MO,Toxicity Factor Datasets,,USA,2,,,,,,,Toxic exposure of songbirds to lead in the Southeast Missouri Lead Mining District,"Beyer, W.N., Franson, J.C., French, J.B., May, T., Rattner, B.A., Shearn-Bochsler, V.I., Warner, S.E., Weber, J., Mosby, D.",3,65,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,5,5,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:Toxic exposure of songbirds to lead in the Southeast Missouri Lead Mining District.Author(s)Beyer, W.N., Franson, J.C., French, J.B., May, T., Rattner, B.A., Shearn-Bochsler, V.I., Warner, S.E., Weber, J. and Mosby, D.Issue3Volume65",COPPER (elemental),Mining district: 35.6; reference: 48.3 mg/kg dw,Kidney concentration,NR,Not Reported,Mining district: 6; reference: 7,Mining: southeast MO,Toxicity Factor Datasets,,USA,2,,,,,,,Toxic exposure of songbirds to lead in the Southeast Missouri Lead Mining District,"Beyer, W.N., Franson, J.C., French, J.B., May, T., Rattner, B.A., Shearn-Bochsler, V.I., Warner, S.E., Weber, J., Mosby, D.",3,65,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,0,0,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:Impact of insecticides on the American robin (Turdus migratorius) in a suburban environment.Author(s)Décarie, R., DesGranges, J.L., Lépine, C. and Morneau, F.Issue3Volume80",ACEPHATE,Treated: 3.4 (first clutch) and NR (second); control: 3.2 (first) and 2.6 (second),Mean productivity by clutch order,,,Treated: 17 (first clutch) and NR (second); control: 46 (first) and 11 (second),"Laval, Quebec",Toxicity Factor Datasets,,CANADA,2,,,,,,,Impact of insecticides on the American robin (Turdus migratorius) in a suburban environment,"Décarie, R., DesGranges, J.L., Lépine, C., Morneau, F.",3,80,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,1,1,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:Impact of insecticides on the American robin (Turdus migratorius) in a suburban environment.Author(s)Décarie, R., DesGranges, J.L., Lépine, C. and Morneau, F.Issue3Volume80",DIAZINON,Treated: 11; control: 13.1,Number feeding flights,B,Adult,56,"Laval, Quebec",Toxicity Factor Datasets,,CANADA,2,,,,,,,Impact of insecticides on the American robin (Turdus migratorius) in a suburban environment,"Décarie, R., DesGranges, J.L., Lépine, C., Morneau, F.",3,80,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,2,2,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:Impact of insecticides on the American robin (Turdus migratorius) in a suburban environment.Author(s)Décarie, R., DesGranges, J.L., Lépine, C. and Morneau, F.Issue3Volume80",DIAZINON,Treated: 4.3; control: 5.7,Number of feeding flights,F,Adult,56,"Laval, Quebec",Toxicity Factor Datasets,,CANADA,2,,,,,,,Impact of insecticides on the American robin (Turdus migratorius) in a suburban environment,"Décarie, R., DesGranges, J.L., Lépine, C., Morneau, F.",3,80,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,3,3,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:Impact of insecticides on the American robin (Turdus migratorius) in a suburban environment.Author(s)Décarie, R., DesGranges, J.L., Lépine, C. and Morneau, F.Issue3Volume80",DIAZINON,Treated: 60.3; control: 38.4,Total minutes sitting on nestlings,NR,Adult,56,"Laval, Quebec",Toxicity Factor Datasets,,CANADA,2,,,,,,,Impact of insecticides on the American robin (Turdus migratorius) in a suburban environment,"Décarie, R., DesGranges, J.L., Lépine, C., Morneau, F.",3,80,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,4,4,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:Impact of insecticides on the American robin (Turdus migratorius) in a suburban environment.Author(s)Décarie, R., DesGranges, J.L., Lépine, C. and Morneau, F.Issue3Volume80",ACEPHATE,Treated: 12.5; control: 13.1,Number feeding flights,B,Adult,56,"Laval, Quebec",Toxicity Factor Datasets,,CANADA,2,,,,,,,Impact of insecticides on the American robin (Turdus migratorius) in a suburban environment,"Décarie, R., DesGranges, J.L., Lépine, C., Morneau, F.",3,80,,
Birds,https://ecotox.oehha.ca.gov/species/birds?page=0,5,5,,"Author(s)Maul, J.D. and Farris, J.L.",1990,"Citation:Impact of insecticides on the American robin (Turdus migratorius) in a suburban environment.Author(s)Décarie, R., DesGranges, J.L., Lépine, C. and Morneau, F.Issue3Volume80",ACEPHATE,Treated: 5.6; control: 5.7,Number of feeding flights,F,Adult,56,"Laval, Quebec",Toxicity Factor Datasets,,CANADA,2,,,,,,,Impact of insecticides on the American robin (Turdus migratorius) in a suburban environment,"Décarie, R., DesGranges, J.L., Lépine, C., Morneau, F.",3,80,,
